line,section_name,section_artist,song_name,artist_name,song_id
'Cause I don't think that they'd understand,Chorus,Scum,Iris (goo goo dolls cover),Scum,3815284
When everything's made to be broken,Chorus,Scum,Iris (goo goo dolls cover),Scum,3815284
I just want you to know who I am,Chorus,Scum,Iris (goo goo dolls cover),Scum,3815284
I just want you to know who I am,Outro,Scum,Iris (goo goo dolls cover),Scum,3815284
I just want you to know who I am,Outro,Scum,Iris (goo goo dolls cover),Scum,3815284
"I was on a fast curve, lost my nerve on a dead end road",Verse 1,Sugarland,"Time, Time, Time",Sugarland,445142
I was going nowhere faster than two legs can go,Verse 1,Sugarland,"Time, Time, Time",Sugarland,445142
Never thought I'd slow down,Verse 1,Sugarland,"Time, Time, Time",Sugarland,445142
I'm glad I finally know now,Verse 1,Sugarland,"Time, Time, Time",Sugarland,445142
"That's life, if you open up your eyes",Chorus,Sugarland,"Time, Time, Time",Sugarland,445142
You'll find it gets better all the,Chorus,Sugarland,"Time, Time, Time",Sugarland,445142
"Time, time, time",Chorus,Sugarland,"Time, Time, Time",Sugarland,445142
I never really noticed when he moved in next to me,Verse 2,Sugarland,"Time, Time, Time",Sugarland,445142
Sometimes it's amazing just how blind a girl can be,Verse 2,Sugarland,"Time, Time, Time",Sugarland,445142
If I weren't busy running,Verse 2,Sugarland,"Time, Time, Time",Sugarland,445142
I might have seen it coming,Verse 2,Sugarland,"Time, Time, Time",Sugarland,445142
"Running out of time, I'm running away",Bridge,Sugarland,"Time, Time, Time",Sugarland,445142
I'm running out of ways of running away,Bridge,Sugarland,"Time, Time, Time",Sugarland,445142
"Got to slow down, if you don't, you're going to breakdown",Bridge,Sugarland,"Time, Time, Time",Sugarland,445142
"I'm running out of time, time, time",Bridge,Sugarland,"Time, Time, Time",Sugarland,445142
"I was cooking dinner, heard a ring at my front door",Verse 3,Sugarland,"Time, Time, Time",Sugarland,445142
"I opened up and saw him, never felt like that before",Verse 3,Sugarland,"Time, Time, Time",Sugarland,445142
The moment that our eyes met I knew I'd never forget,Verse 3,Sugarland,"Time, Time, Time",Sugarland,445142
"Sometimes the thing you most need is right there, but you can't see",Verse 3,Sugarland,"Time, Time, Time",Sugarland,445142
We drove all night to get to Corpus Christi,Verse 1,Sugarland,Speed Of Life,Sugarland,445117
My parents slept right through,Verse 1,Sugarland,Speed Of Life,Sugarland,445117
They never missed me,Verse 1,Sugarland,Speed Of Life,Sugarland,445117
We were far from sleeping,Verse 1,Sugarland,Speed Of Life,Sugarland,445117
When the truth began to creep in,Verse 1,Sugarland,Speed Of Life,Sugarland,445117
That we weren't going home anytime soon,Verse 1,Sugarland,Speed Of Life,Sugarland,445117
The morning light sure took us by surprise,Verse 1,Sugarland,Speed Of Life,Sugarland,445117
We grabbed our clothes,Verse 1,Sugarland,Speed Of Life,Sugarland,445117
Watched a beautiful sunrise,Verse 1,Sugarland,Speed Of Life,Sugarland,445117
We were one together,Verse 1,Sugarland,Speed Of Life,Sugarland,445117
And we must have talked forever,Verse 1,Sugarland,Speed Of Life,Sugarland,445117
And it was then and there I realized that,Verse 1,Sugarland,Speed Of Life,Sugarland,445117
(And) I don't want to wait even one more night,Chorus,Sugarland,Speed Of Life,Sugarland,445117
It's hard to slow it down when it feels so right,Chorus,Sugarland,Speed Of Life,Sugarland,445117
"Knees buckled, white-knuckled",Chorus,Sugarland,Speed Of Life,Sugarland,445117
We're holding on tight (holding on tight),Chorus,Sugarland,Speed Of Life,Sugarland,445117
(We're) traveling at twice the speed of life,Chorus,Sugarland,Speed Of Life,Sugarland,445117
"(Yea, yea, yeah yeah)",Chorus,Sugarland,Speed Of Life,Sugarland,445117
We worked our way through college waiting tables,Verse 2,Sugarland,Speed Of Life,Sugarland,445117
Bought a little white house with a picket fence and cable,Verse 2,Sugarland,Speed Of Life,Sugarland,445117
I asked if he was ready,Verse 2,Sugarland,Speed Of Life,Sugarland,445117
To become a Mom and Daddy,Verse 2,Sugarland,Speed Of Life,Sugarland,445117
And then I found my answer in his eyes,Verse 2,Sugarland,Speed Of Life,Sugarland,445117
And he said,Verse 2,Sugarland,Speed Of Life,Sugarland,445117
"Now, our oldest girl is almost grown",Verse 3,Sugarland,Speed Of Life,Sugarland,445117
She's got a boyfriend of her own,Verse 3,Sugarland,Speed Of Life,Sugarland,445117
I heard her sneaking out with him last night,Verse 3,Sugarland,Speed Of Life,Sugarland,445117
And if she's anything like me,Verse 3,Sugarland,Speed Of Life,Sugarland,445117
She's desperate to be wild and free,Verse 3,Sugarland,Speed Of Life,Sugarland,445117
We know now it's just a matter of time,Verse 3,Sugarland,Speed Of Life,Sugarland,445117
Until she says,Verse 3,Sugarland,Speed Of Life,Sugarland,445117
"Oh, I swear this town",Verse 1,Sugarland,Fly Away,Sugarland,445109
Gets smaller everyday,Verse 1,Sugarland,Fly Away,Sugarland,445109
And I'm waiting for my chance,Verse 1,Sugarland,Fly Away,Sugarland,445109
I'm gonna break away,Verse 1,Sugarland,Fly Away,Sugarland,445109
I'm so sick and tired of being told what's good for me,Pre-Chorus,Sugarland,Fly Away,Sugarland,445109
People got lots of ideas of who I'm supposed to be,Pre-Chorus,Sugarland,Fly Away,Sugarland,445109
"Angel, carry me oh-so-far away",Chorus,Sugarland,Fly Away,Sugarland,445109
May my body never touch the ground,Chorus,Sugarland,Fly Away,Sugarland,445109
And if I promise you I'll be back someday,Chorus,Sugarland,Fly Away,Sugarland,445109
Will you set me free so I can fly away?,Chorus,Sugarland,Fly Away,Sugarland,445109
Fly away,Chorus,Sugarland,Fly Away,Sugarland,445109
Fly away,Chorus,Sugarland,Fly Away,Sugarland,445109
"Well, most folks here",Verse 2,Sugarland,Fly Away,Sugarland,445109
"Well, they don't dig too deep",Verse 2,Sugarland,Fly Away,Sugarland,445109
"They can't dream too big, mmm",Verse 2,Sugarland,Fly Away,Sugarland,445109
'Cause they've got fields to keep,Verse 2,Sugarland,Fly Away,Sugarland,445109
I could walk away and leave behind my family,Pre-Chorus,Sugarland,Fly Away,Sugarland,445109
Or get buried alive in this legacy,Pre-Chorus,Sugarland,Fly Away,Sugarland,445109
"Angel, carry me oh-so-far away",Chorus,Sugarland,Fly Away,Sugarland,445109
May my body never touch the ground,Chorus,Sugarland,Fly Away,Sugarland,445109
And if I promise you I'll be back someday,Chorus,Sugarland,Fly Away,Sugarland,445109
Will you set me free so I can fly away?,Chorus,Sugarland,Fly Away,Sugarland,445109
Fly away,Chorus,Sugarland,Fly Away,Sugarland,445109
Fly away,Chorus,Sugarland,Fly Away,Sugarland,445109
I wanna sleep under a different piece of sky (Sleep under a sky),Bridge,Sugarland,Fly Away,Sugarland,445109
I wanna live a little bit before I die (Live before I die),Bridge,Sugarland,Fly Away,Sugarland,445109
"I wanna be so close to Heaven, I see",Bridge,Sugarland,Fly Away,Sugarland,445109
"Angels, carry me oh-so-far away",Chorus,Sugarland,Fly Away,Sugarland,445109
May my body never touch the ground,Chorus,Sugarland,Fly Away,Sugarland,445109
And if I promise you I'll be back someday,Chorus,Sugarland,Fly Away,Sugarland,445109
Will you set me free so I can fly away?,Chorus,Sugarland,Fly Away,Sugarland,445109
Fly away,Chorus,Sugarland,Fly Away,Sugarland,445109
Fly away,Chorus,Sugarland,Fly Away,Sugarland,445109
"Fly away, oh",Chorus,Sugarland,Fly Away,Sugarland,445109
Fly away,Chorus,Sugarland,Fly Away,Sugarland,445109
Come on,Intro,Sugarland,Something More,Sugarland,445067
"Monday, hard to wake up",Verse 1,Sugarland,Something More,Sugarland,445067
"Fill my coffee cup, I'm out the door",Verse 1,Sugarland,Something More,Sugarland,445067
"Yeah, the freeway's standing still today",Verse 1,Sugarland,Something More,Sugarland,445067
"It's gonna make me late, and that's for sure",Verse 1,Sugarland,Something More,Sugarland,445067
I'm running out of gas and out of time,Pre-Chorus 1,Sugarland,Something More,Sugarland,445067
Never gonna make it there by nine,Pre-Chorus 1,Sugarland,Something More,Sugarland,445067
There's gotta be something more,Chorus,Sugarland,Something More,Sugarland,445067
Gotta be more than this,Chorus,Sugarland,Something More,Sugarland,445067
I need a little less hard time,Chorus,Sugarland,Something More,Sugarland,445067
I need a little more bliss,Chorus,Sugarland,Something More,Sugarland,445067
I'm gonna take my chances,Chorus,Sugarland,Something More,Sugarland,445067
"Taking a chance, I might",Chorus,Sugarland,Something More,Sugarland,445067
Find what I'm looking for,Chorus,Sugarland,Something More,Sugarland,445067
There's gotta be something more,Chorus,Sugarland,Something More,Sugarland,445067
Five years and there's no doubt,Verse 2,Sugarland,Something More,Sugarland,445067
"That I'm burnt out, I've had enough",Verse 2,Sugarland,Something More,Sugarland,445067
"So now boss man, here's my two weeks",Verse 2,Sugarland,Something More,Sugarland,445067
"I'll make it short and sweet, so listen up",Verse 2,Sugarland,Something More,Sugarland,445067
"I could work my life away, but why? (Why?)",Pre-Chorus 2,Sugarland,Something More,Sugarland,445067
I got things to do before I die,Pre-Chorus 2,Sugarland,Something More,Sugarland,445067
There's gotta be something more,Chorus,Sugarland,Something More,Sugarland,445067
Gotta be more than this,Chorus,Sugarland,Something More,Sugarland,445067
I need a little less hard time,Chorus,Sugarland,Something More,Sugarland,445067
I need a little more bliss,Chorus,Sugarland,Something More,Sugarland,445067
I'm gonna take my chances,Chorus,Sugarland,Something More,Sugarland,445067
"Taking a chance, I might",Chorus,Sugarland,Something More,Sugarland,445067
Find what I'm looking for,Chorus,Sugarland,Something More,Sugarland,445067
There's gotta be something more,Chorus,Sugarland,Something More,Sugarland,445067
"Some believe in destiny, and some believe in fate",Bridge,Sugarland,Something More,Sugarland,445067
I believe that happiness is something we create,Bridge,Sugarland,Something More,Sugarland,445067
You best believe that I'm not gonna wait,Bridge,Sugarland,Something More,Sugarland,445067
Because there's gotta be something more,Bridge,Sugarland,Something More,Sugarland,445067
"I get home, 7:30, the house is dirty, but it can wait",Verse 3,Sugarland,Something More,Sugarland,445067
"Yeah, 'cause right now, I need some downtime",Verse 3,Sugarland,Something More,Sugarland,445067
To drink some red wine and celebrate,Verse 3,Sugarland,Something More,Sugarland,445067
"Yeah, Armageddon could be knocking at my door",Verse 3,Sugarland,Something More,Sugarland,445067
"But I ain't gonna answer, that's for sure",Verse 3,Sugarland,Something More,Sugarland,445067
There's gotta be something,Verse 3,Sugarland,Something More,Sugarland,445067
Gotta be something more,Chorus,Sugarland,Something More,Sugarland,445067
Gotta be more than this,Chorus,Sugarland,Something More,Sugarland,445067
I need a little less hard time,Chorus,Sugarland,Something More,Sugarland,445067
I need a little more bliss,Chorus,Sugarland,Something More,Sugarland,445067
I'm gonna take my chances,Chorus,Sugarland,Something More,Sugarland,445067
"Taking a chance, I might",Chorus,Sugarland,Something More,Sugarland,445067
Find what I'm looking for,Chorus,Sugarland,Something More,Sugarland,445067
Gotta be something more (Gotta be something),Chorus,Sugarland,Something More,Sugarland,445067
"Got to be, got to be, got to be more",Outro,Sugarland,Something More,Sugarland,445067
(Gotta be more than this),Outro,Sugarland,Something More,Sugarland,445067
Where do we start?,Verse 1,Sugarland,Still the Same,Sugarland,3385086
How 'bout right here where we are?,Verse 1,Sugarland,Still the Same,Sugarland,3385086
You've been carryin' this weight around,Verse 1,Sugarland,Still the Same,Sugarland,3385086
Walk in the door and lay it down,Verse 1,Sugarland,Still the Same,Sugarland,3385086
Life goes fast,Verse 1,Sugarland,Still the Same,Sugarland,3385086
"It's been a while, I have to ask",Verse 1,Sugarland,Still the Same,Sugarland,3385086
Where have you been? How did that feel?,Verse 1,Sugarland,Still the Same,Sugarland,3385086
"Where are we now? 'Cause that's what's real, yeah",Verse 1,Sugarland,Still the Same,Sugarland,3385086
All the space and the time between us,Pre-Chorus 1,Sugarland,Still the Same,Sugarland,3385086
"Man, you should have seen us",Pre-Chorus 1,Sugarland,Still the Same,Sugarland,3385086
This ain't no mystery,Pre-Chorus 1,Sugarland,Still the Same,Sugarland,3385086
Our future is our history,Pre-Chorus 1,Sugarland,Still the Same,Sugarland,3385086
"I feel alive, and can we try",Chorus,Sugarland,Still the Same,Sugarland,3385086
To leave it better than how it came,Chorus,Sugarland,Still the Same,Sugarland,3385086
Don't be afraid to change,Chorus,Sugarland,Still the Same,Sugarland,3385086
"Our love is still the same, still the same, still the same",Chorus,Sugarland,Still the Same,Sugarland,3385086
"And here we are (here we are), we've come so far",Chorus,Sugarland,Still the Same,Sugarland,3385086
Let's leave it better than how it came,Chorus,Sugarland,Still the Same,Sugarland,3385086
Don't be afraid to change,Chorus,Sugarland,Still the Same,Sugarland,3385086
"Our love is still the same, still the same, still the same",Chorus,Sugarland,Still the Same,Sugarland,3385086
What comes next,Verse 2,Sugarland,Still the Same,Sugarland,3385086
"We don't know, we're not there yet",Verse 2,Sugarland,Still the Same,Sugarland,3385086
But I bet it's gonna shine,Verse 2,Sugarland,Still the Same,Sugarland,3385086
Brighter than all we left behind,Verse 2,Sugarland,Still the Same,Sugarland,3385086
In a room in a blink and now it's,Pre-Chorus 2,Sugarland,Still the Same,Sugarland,3385086
Like we never went a day without it,Pre-Chorus 2,Sugarland,Still the Same,Sugarland,3385086
Pick it back up where we left off,Pre-Chorus 2,Sugarland,Still the Same,Sugarland,3385086
This is liftoff (three... two... one),Pre-Chorus 2,Sugarland,Still the Same,Sugarland,3385086
"I feel alive, and can we try",Chorus,Sugarland,Still the Same,Sugarland,3385086
To leave it better than how it came,Chorus,Sugarland,Still the Same,Sugarland,3385086
Don't be afraid to change,Chorus,Sugarland,Still the Same,Sugarland,3385086
"Our love is still the same, still the same, still the same",Chorus,Sugarland,Still the Same,Sugarland,3385086
"And here we are (here we are), we've come so far",Chorus,Sugarland,Still the Same,Sugarland,3385086
Let's leave it better than how it came,Chorus,Sugarland,Still the Same,Sugarland,3385086
Don't be afraid to change,Chorus,Sugarland,Still the Same,Sugarland,3385086
"Our love is still the same, still the same",Chorus,Sugarland,Still the Same,Sugarland,3385086
"Ooh-ooh, watch it spinnin'",Bridge,Sugarland,Still the Same,Sugarland,3385086
"And ooh-ooh, jump right in an'",Bridge,Sugarland,Still the Same,Sugarland,3385086
"And ooh-ooh, let's begin",Bridge,Sugarland,Still the Same,Sugarland,3385086
"And we can see, don't have to be",Bridge,Sugarland,Still the Same,Sugarland,3385086
"A big step, just imagine",Bridge,Sugarland,Still the Same,Sugarland,3385086
"Take a breath, let it happen",Bridge,Sugarland,Still the Same,Sugarland,3385086
When I hear you laugh,Bridge,Sugarland,Still the Same,Sugarland,3385086
"It sets me free, it sets me free",Bridge,Sugarland,Still the Same,Sugarland,3385086
"I feel alive, and can we try",Chorus,Sugarland,Still the Same,Sugarland,3385086
To leave it better than how it came,Chorus,Sugarland,Still the Same,Sugarland,3385086
Don't be afraid to change,Chorus,Sugarland,Still the Same,Sugarland,3385086
"Our love is still the same, still the same, still the same",Chorus,Sugarland,Still the Same,Sugarland,3385086
"And here we are (here we are), we've come so far",Chorus,Sugarland,Still the Same,Sugarland,3385086
Let's leave it better than how it came,Chorus,Sugarland,Still the Same,Sugarland,3385086
Don't be afraid to change,Chorus,Sugarland,Still the Same,Sugarland,3385086
"Our love is still the same, still the same, still the same",Chorus,Sugarland,Still the Same,Sugarland,3385086
"I feel alive  (here we are), and can we try",Outro,Sugarland,Still the Same,Sugarland,3385086
To leave it better than how it came,Outro,Sugarland,Still the Same,Sugarland,3385086
Don't be afraid to change,Outro,Sugarland,Still the Same,Sugarland,3385086
"Our love is still the same, still the same, still the same",Outro,Sugarland,Still the Same,Sugarland,3385086
Missed my alarm clock ringing,Verse 1,Sugarland,It Happens,Sugarland,445187
"Woke up, telephone screaming",Verse 1,Sugarland,It Happens,Sugarland,445187
